OBJECTID,ACCIDENTNUM,ACCIDENTDATE,ACCIDENT_YEAR,ACCIDENT_MONTH,ACCIDENT_DAY,ACCIDENT_HOUR,ACCIDENT_MINUTE,ACCIDENT_SECOND,ACCIDENT_WEEKDAY,XCOORD,YCOORD,LONGITUDE,LATITUDE,ACCIDENTLOCATION,COLLISIONTYPE,CLASSIFICATIONOFACCIDENT,IMPACTLOCATION,INITIALDIRECTIONOFTRAVELONE,INITIALDIRECTIONOFTRAVELTWO,INITIALIMPACTTYPE,INTTRAFFICCONTROL,LIGHT,LIGHTFORREPORT,ROADJURISDICTION,TRAFFICCONTROL,TRAFFICCONTROLCONDITION,THRULANENO,NORTHBOUNDDISOBEYCOUNT,SOUTHBOUNDDISOBEYCOUNT,PEDESTRIANINVOLVED,CYCLISTINVOLVED,MOTORCYCLISTINVOLVED,ENVIRONMENTCONDITION1,ENVIRONMENTCONDITION2,SELFREPORTED,XMLIMPORTNOTES,LASTEDITEDDATE,CREATE_BY,CREATE_DATE
43491,15-003315,1420484400000,2015,1,5,19,0,0,Monday,536570.56236,4808798.7165,-80.548159,43.431199,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Drifting Snow,,False,LAUREL SPRINGS CRT; LAUREL SPRINGS CRT ; At; 0 M,3/7/2019 2:40:47 PM,,
43492,15-003455,1420512120000,2015,1,6,2,42,0,Tuesday,538722.0019,4809150.23623,-80.521553,43.434256,At intersection,2,P.D. only,Not on roadway - right side,unknown,unknown,SMV other,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,HIGHLAND CR; WYCLIFFE PL; At,3/7/2019 2:40:46 PM,,
43493,15-003912,1420481700000,2015,1,5,18,15,0,Monday,541722.84301,4812025.18946,-80.484256,43.459981,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,MAJOR ST,3/7/2019 2:40:46 PM,,
43494,15-004080,1420581240000,2015,1,6,21,54,0,Tuesday,539224.79508,4810397.91144,-80.51525099999999,43.445464,Non intersection,1,Non-fatal injury,Not on roadway - right side,unknown,unknown,SMV other,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,BRYBECK CRES; KARN ST ; At; 10 M,3/7/2019 2:40:45 PM,,
43495,15-004245,1420619400000,2015,1,7,8,30,0,Wednesday,548049.27259,4806231.8746,-80.406567,43.407439,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,DEER RIDGE DR; MASTER CT,3/7/2019 2:40:44 PM,,
43496,15-004307,1420625280000,2015,1,7,10,8,0,Wednesday,542005.38722,4811681.65375,-80.48079,43.456872,Intersection related,2,P.D. only,Not on roadway - right side,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,,False,PEQUEGNAT AVE ; MANSION ST ; Near; 3 M,3/7/2019 2:40:43 PM,,
43497,15-004313,1420625820000,2015,1,7,10,17,0,Wednesday,542107.97609,4807131.77642,-80.479873,43.415898999999996,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,,False,STRASBURG RD; BLOCK LINE RD ; At; M,3/7/2019 2:40:43 PM,,
43498,15-004388,1420630500000,2015,1,7,11,35,0,Wednesday,543566.61662,4804975.89883,-80.46202799999999,43.396404,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,HURON RD; BATTLER RD; At,3/7/2019 2:40:42 PM,,
43499,15-004402,1420631640000,2015,1,7,11,54,0,Wednesday,540985.45455,4809399.50489,-80.493568,43.43638,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,SENECA DR; 29 SENECA DR ; 1 M,3/7/2019 2:40:41 PM,,
43500,15-004413,1420632720000,2015,1,7,12,12,0,Wednesday,541548.80392,4811884.28741,-80.486418,43.458721999999995,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Strong wind,,False,ST LEGER ST ; BREITHAUPT ST ; At,3/7/2019 2:40:40 PM,,
43501,15-004424,1420624440000,2015,1,7,9,54,0,Wednesday,542195.26585,4816148.87262,-80.47809699999999,43.497084,At/near private drive,1,Non-fatal injury,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,REDTAIL ST,3/7/2019 2:40:39 PM,,
43502,15-004595,1420608600000,2015,1,7,5,30,0,Wednesday,541048.14518,4809537.71306,-80.492783,43.437621,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Strong wind,,False,DELAWARE AV; Near,3/7/2019 2:40:38 PM,,
43503,15-004831,1420669800000,2015,1,7,22,30,0,Wednesday,543073.40135,4805498.16393,-80.468077,43.401135,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,"Dark, artificial","08 - Dark, artificial",Regional municipality,Stop sign,Functioning,0,0,1,False,False,False,Clear,,False,TRILLIUM DR; STRASBURG RD,3/7/2019 2:40:38 PM,,
43504,15-005275,1420726500000,2015,1,8,14,15,0,Thursday,540974.08756,4812932.63339,-80.493443,43.468193,Non intersection,2,P.D. only,Not on roadway - right side,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,OAKWOOD AV; RIDGEWOOD AV; At; 3 M,3/7/2019 2:40:37 PM,,
43505,15-005289,1420727820000,2015,1,8,14,37,0,Thursday,540486.84057,4809734.89612,-80.499704,43.439426999999995,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,QUEENS BV; SPADINA RD E,3/7/2019 2:40:36 PM,,
43506,15-005306,1420729020000,2015,1,8,14,57,0,Thursday,541547.82764,4811885.16989,-80.48643,43.458729999999996,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,BREITHAUPT ST ; ST LEGER ST ; At,3/7/2019 2:40:36 PM,,
43507,15-005781,1420705800000,2015,1,8,8,30,0,Thursday,541848.59793,4812970.32828,-80.482629,43.468484,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,ARNOLD ST,3/7/2019 2:40:35 PM,,
43508,15-005790,1420801020000,2015,1,9,10,57,0,Friday,543072.44239,4805496.15872,-80.46808899999999,43.401117,Intersection related,1,Non-fatal injury,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,,False,TRILLIUM DR; STRASBURG RD,3/7/2019 2:40:34 PM,,
43509,15-005806,1420802580000,2015,1,9,11,23,0,Friday,540637.23891,4809447.26408,-80.497867,43.436828999999996,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,,False,PLEASANT AV; GLEN RD; At,3/7/2019 2:40:33 PM,,
43510,15-006091,1420822800000,2015,1,9,17,0,0,Friday,538070.21462,4807547.25661,-80.529718,43.419855999999996,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Dusk,05 - Dusk,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,,False,MCGARRY DR; WESTHEIGHTS DR; At,3/7/2019 2:40:32 PM,,
43511,15-006426,1420878840000,2015,1,10,8,34,0,Saturday,539525.82601,4811458.97032,-80.511454,43.455002,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,PARK ST ; GILDNER TS; 23 M,3/7/2019 2:40:32 PM,,
43512,15-006556,1420819200000,2015,1,9,16,0,0,Friday,541015.90089,4809676.34334,-80.49317099999999,43.438871,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,HIGHLAND RD E; SPADINA RD E,3/7/2019 2:40:31 PM,,
43513,15-006725,1420902300000,2015,1,10,15,5,0,Saturday,540634.69027,4810205.90731,-80.49784199999999,43.44366,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,DAVID ST; JUBILEE DR ; Near; 30 M,3/7/2019 2:40:30 PM,,
43514,15-007514,1420991880000,2015,1,11,15,58,0,Sunday,538415.88874,4807518.6741,-80.52544999999999,43.419581,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,MEADOWLANE DR; FORESTWOOD DR ; 60 M,3/4/2020 10:19:59 AM,,
43515,15-007594,1420999200000,2015,1,11,18,0,0,Sunday,538861.35254,4805850.10178,-80.520066,43.404534,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,ACTIVA AVE ; ACTIVA AVE ; Near; 2 M,3/7/2019 2:40:29 PM,,
43516,15-007985,1421059560000,2015,1,12,10,46,0,Monday,538842.21443,4807655.83084,-80.520174,43.420794,At/near private drive,2,P.D. only,Not on roadway - right side,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,FORESTWOOD DR; 86  FORESTWOOD; 2 M,3/7/2019 2:40:28 PM,,
43517,15-008087,1421055000000,2015,1,12,9,30,0,Monday,547202.76208,4811336.99563,-80.41658,43.453458999999995,Non intersection,2,P.D. only,Not on roadway - right side,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,KEEWATIN AVE ; 228 KEEWATIN AVE ; Near; 5 M,3/7/2019 2:40:27 PM,,
43518,15-008130,1421069760000,2015,1,12,13,36,0,Monday,541083.57692,4810151.31999,-80.492299,43.443144,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,BRUDER AVE; BENTON ST ; Near; 100 M,3/7/2019 2:40:27 PM,,
43519,15-008282,1421080500000,2015,1,12,16,35,0,Monday,539657.62004,4807261.86665,-80.51012999999999,43.417204,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,"Dark, artificial","08 - Dark, artificial",Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,100 NINE PINES RD; OTTAWA ST S; 40 M,3/7/2019 2:40:26 PM,,
43520,15-008642,1421137200000,2015,1,13,8,20,0,Tuesday,541631.95958,4811414.78767,-80.48542599999999,43.45449,At intersection,2,P.D. only,Within intersection,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,MARGARET AV; QUEEN ST N; At,3/7/2019 2:40:25 PM,,
43521,15-008644,1421140080000,2015,1,13,9,8,0,Tuesday,537950.34572,4807758.92851,-80.531184,43.421768,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,AUTUMN HILL CRES; 209 AUTUMN HILL CRES; 1 M,3/7/2019 2:40:24 PM,,
43522,15-008844,1421152920000,2015,1,13,12,42,0,Tuesday,544806.94905,4805154.49316,-80.446698,43.397939,At intersection,2,P.D. only,Left turn lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,DOON VILLAGE RD ; MILLWOOD CRES ; 10 M,3/7/2019 2:40:22 PM,,
43523,15-009042,1421163900000,2015,1,13,15,45,0,Tuesday,540792.58845,4809119.23908,-80.495972,43.433867,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,STIRLING AV S; MAUSSER AV; At,3/7/2019 2:40:22 PM,,
43524,15-009128,1421176620000,2015,1,13,19,17,0,Tuesday,539436.2603,4805935.17568,-80.51295999999999,43.40527,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,MOUNTAIN LAUREL CRES; 40 MOUNTAIN LAUREL CR; 1 M,3/7/2019 2:40:21 PM,,
43525,15-009158,1421149800000,2015,1,13,11,50,0,Tuesday,541139.54955,4810725.84844,-80.491564,43.448313999999996,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),School bus,Functioning,0,0,0,False,False,False,Clear,,False,JOSEPH ST,3/7/2019 2:40:20 PM,,
43526,15-009433,1421225520000,2015,1,14,8,52,0,Wednesday,539567.85902,4811424.23269,-80.510937,43.454687,At intersection,2,P.D. only,Within intersection,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,PARK ST; GREEN ST; At,3/7/2019 2:40:19 PM,,
43527,15-009687,1421236800000,2015,1,14,12,0,0,Wednesday,543362.99083,4807652.38247,-80.46432999999999,43.420514999999995,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,BLOCK LINE RD; LENNOX LEWIS WY; At,3/7/2019 2:40:19 PM,,
43528,15-009883,1421254560000,2015,1,14,16,56,0,Wednesday,541174.53709,4812720.17272,-80.49098099999999,43.466269,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,ST LEGER ST; FAIRFIELD AV; At,3/7/2019 2:40:18 PM,,
43529,15-009916,1421255400000,2015,1,14,17,10,0,Wednesday,545432.54853,4808342.58842,-80.43870799999999,43.426607,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Dusk,05 - Dusk,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,KINGSWAY DR; CEDARWOODS CR; Near,3/7/2019 2:40:17 PM,,
43530,15-010628,1421336700000,2015,1,15,15,45,0,Thursday,541873.75541,4810743.80752,-80.482489,43.448434999999996,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,CEDAR ST N; DUKE ST E; At,3/7/2019 2:40:16 PM,,
43531,15-010747,1421341200000,2015,1,15,17,0,0,Thursday,543336.35741,4804322.04621,-80.464923,43.39053,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,MARL MEADOW DR,3/7/2019 2:40:15 PM,,
43532,15-010996,1421376780000,2015,1,16,2,53,0,Friday,541266.99999,4809217.3045,-80.49010299999999,43.434723999999996,Other,2,P.D. only,Off highway,unknown,unknown,Other,Unknown,"Dark, artificial","08 - Dark, artificial",Private property,No control,unknown,0,0,0,False,False,False,Snow,,False,PRIVATE DRIVE; 334 HIGHLAND RD E,3/7/2019 2:40:14 PM,,
43533,15-011104,1421398620000,2015,1,16,8,57,0,Friday,545524.834,4802948.95468,-80.438017,43.378037,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,FOXBROOK CRT; STEEPLERIDGE ST ; At; 30 M,3/7/2019 2:40:13 PM,,
43534,15-011304,1421407860000,2015,1,16,11,31,0,Friday,544259.23064,4807714.28759,-80.453254,43.42102,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,TRAYNOR AVE; At,3/7/2019 2:40:12 PM,,
43535,15-011331,1421400600000,2015,1,16,9,30,0,Friday,541665.1662,4810178.65602,-80.48510999999999,43.443357999999996,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,MADISON AVE S,3/7/2019 2:40:11 PM,,
43536,15-011397,1421414100000,2015,1,16,13,15,0,Friday,548474.00595,4806542.77581,-80.401294,43.410211,At intersection,2,P.D. only,Other,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,GRAND HILL DR; DEER RIDGE DR,3/7/2019 2:40:11 PM,,
43537,15-011533,1421420400000,2015,1,16,15,0,0,Friday,545822.49993,4811933.65007,-80.433589,43.458917,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,WESTCHESTER DR ; ROSE GARDEN ST ; 300 M,3/7/2019 2:40:10 PM,,
43538,15-011639,1421352600000,2015,1,15,20,10,0,Thursday,541078.3801,4810552.66393,-80.492333,43.446757999999996,Non intersection,1,Non-fatal injury,Thru lane,unknown,unknown,SMV other,Unknown,Dark,07 - Dark,Regional municipality,No control,unknown,0,0,0,True,False,False,Clear,,False,QUEEN ST S; 226; 10 M,3/7/2019 2:40:09 PM,,
43539,15-011658,1421437440000,2015,1,16,19,44,0,Friday,542500.50113,4812519.49948,-80.474605,43.464388,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,"Dark, artificial","08 - Dark, artificial",Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,WELLINGTON ST N; N HWY 85 TO WELLINGTON ST N; 20 M,3/7/2019 2:40:08 PM,,
43540,15-011829,1421453700000,2015,1,17,0,15,0,Saturday,539503.04769,4806103.93344,-80.512123,43.406786,At intersection,2,P.D. only,Within intersection,unknown,unknown,Rear end,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,ACTIVA AVE ; BRIDLEWREATH ST ; At; 4 M,3/7/2019 2:40:07 PM,,
43541,15-012115,1421452800000,2015,1,17,0,0,0,Saturday,539047.38884,4805619.50382,-80.51778499999999,43.402448,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,SNOWDROP CRES; 218 SNOWDROP CRES; 3 M,3/7/2019 2:40:06 PM,,
43542,15-012215,1421495100000,2015,1,17,11,45,0,Saturday,538905.99051,4805986.96276,-80.519505,43.405764,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,PEACH BLOSSOM CRES ; Near,3/7/2019 2:40:05 PM,,
43543,15-013096,1421593800000,2015,1,18,15,10,0,Sunday,549530.34198,4806186.93644,-80.38828,43.406938,At/near private drive,2,P.D. only,Right turn channel,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,GATEWAY PARK DR,3/7/2019 2:40:04 PM,,
43544,15-013172,1421602440000,2015,1,18,17,34,0,Sunday,546944.21197,4810076.29403,-80.419884,43.442124,Non intersection,2,P.D. only,Not on roadway - left side,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,IDLE CREEK DR ; IDLE CREEK DR; At; 3 M,3/7/2019 2:40:03 PM,,
43545,15-013560,1421655000000,2015,1,19,8,10,0,Monday,539468.90843,4808977.53491,-80.512337,43.432662,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,QUEENS BLVD,3/7/2019 2:40:02 PM,,
43546,15-013992,1421609400000,2015,1,18,19,30,0,Sunday,538024.78838,4806643.97064,-80.53034199999999,43.411725,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,ERIKA CRT ; 40 ERIKA CRT ; 5 M,3/7/2019 2:40:01 PM,,
