OBJECTID,ACCIDENTNUM,ACCIDENTDATE,ACCIDENT_YEAR,ACCIDENT_MONTH,ACCIDENT_DAY,ACCIDENT_HOUR,ACCIDENT_MINUTE,ACCIDENT_SECOND,ACCIDENT_WEEKDAY,XCOORD,YCOORD,LONGITUDE,LATITUDE,ACCIDENTLOCATION,COLLISIONTYPE,CLASSIFICATIONOFACCIDENT,IMPACTLOCATION,INITIALDIRECTIONOFTRAVELONE,INITIALDIRECTIONOFTRAVELTWO,INITIALIMPACTTYPE,INTTRAFFICCONTROL,LIGHT,LIGHTFORREPORT,ROADJURISDICTION,TRAFFICCONTROL,TRAFFICCONTROLCONDITION,THRULANENO,NORTHBOUNDDISOBEYCOUNT,SOUTHBOUNDDISOBEYCOUNT,PEDESTRIANINVOLVED,CYCLISTINVOLVED,MOTORCYCLISTINVOLVED,ENVIRONMENTCONDITION1,ENVIRONMENTCONDITION2,SELFREPORTED,XMLIMPORTNOTES,LASTEDITEDDATE,CREATE_BY,CREATE_DATE
46059,17-003916,1483644600000,2017,1,5,19,30,0,Thursday,539153.79502,4805773.65573,-80.51646,43.40383,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,MOUNTAIN LAUREL CRES; MOUNTAIN LAUREL CRES; At,3/7/2019 1:18:03 PM,,
46060,17-003957,1483708500000,2017,1,6,13,15,0,Friday,541015.87832,4809676.78482,-80.49317099999999,43.438874999999996,At intersection,2,Non-reportable,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,1,False,False,False,Clear,,False,HIGHLAND RD E; SPADINA RD E,3/7/2019 1:18:02 PM,,
46061,17-004094,1483715400000,2017,1,6,15,10,0,Friday,537971.78147,4808415.89715,-80.530874,43.427682,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,BLACKWELL DR; BLACKWELL DR,3/7/2019 1:18:01 PM,,
46062,17-004160,1483719300000,2017,1,6,16,15,0,Friday,541205.67767,4813199.43639,-80.49056,43.470583,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,UNION ST; UNION ST,3/7/2019 1:18:00 PM,,
46063,17-004267,1483738740000,2017,1,6,21,39,0,Friday,542841.21159,4809872.8364,-80.470601,43.440538,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,Angle,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,1,False,False,False,Clear,,False,CHARLES ST E; SYDNEY ST S,3/7/2019 1:17:58 PM,,
46064,17-004300,1483741320000,2017,1,6,22,22,0,Friday,545050.21705,4810838.31075,-80.443225,43.449101999999996,Intersection related,1,Non-fatal injury,Thru lane,unknown,unknown,Rear end,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,RIVER RD E; HOLBORN DR,3/7/2019 1:17:57 PM,,
46065,17-004390,1483749600000,2017,1,7,0,40,0,Saturday,544800.25495,4809824.65211,-80.446398,43.439989999999995,Non intersection,2,P.D. only,Not on roadway - left side,unknown,unknown,SMV other,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Other,Functioning,0,0,0,False,False,False,Clear,,False,247 FRANKLIN ST N; TRAFALGAR AVE ; 50 M,3/7/2019 1:17:56 PM,,
46066,17-004724,1483798380000,2017,1,7,14,13,0,Saturday,542842.1672,4809873.80081,-80.47058899999999,43.440546999999995,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,CHARLES ST E; SYDNEY ST S,3/7/2019 1:17:55 PM,,
46067,17-004770,1483802880000,2017,1,7,15,28,0,Saturday,538900.4144,4811473.96583,-80.519183,43.455169999999995,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,UNION BLVD ; BELMONT AVE W,3/7/2019 1:17:54 PM,,
46068,17-005188,1483847340000,2017,1,8,3,49,0,Sunday,537334.3969,4808649.47961,-80.538732,43.429818,At/near private drive,2,P.D. only,Not on roadway - left side,unknown,unknown,SMV other,Unknown,"Daylight, artificial","02 - Daylight, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,HIDDEN CREEK DR; HIDDEN CREEK DR ; At; 0 M,3/7/2019 1:17:53 PM,,
46069,17-005329,1483871400000,2017,1,8,10,30,0,Sunday,539003.21785,4811280.45231,-80.517926,43.453421999999996,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,BELMONT AVE W; CLAREMONT AVE,3/7/2019 1:17:52 PM,,
46070,17-005423,1483883100000,2017,1,8,13,45,0,Sunday,540151.60099,4809559.09543,-80.50385899999999,43.437861999999996,At intersection,2,Non-reportable,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,SPADINA RD W; NORTH DR,3/7/2019 1:17:51 PM,,
46071,17-005430,1483881000000,2017,1,8,13,10,0,Sunday,537277.13856,4807524.48047,-80.53951599999999,43.419691,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,WESTHEIGHTS DR ; WESTHEIGHTS DR ; At; 6 M,3/7/2019 1:17:50 PM,,
46072,17-005500,1483891920000,2017,1,8,16,12,0,Sunday,545274.56295,4808149.71402,-80.440676,43.424879999999995,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Ped. crossover,Functioning,0,0,0,False,False,False,Clear,,False,KINGSWAY DR ; KINGSWAY DR ; Near; 5 M,3/7/2019 1:17:49 PM,,
46073,17-005514,1483892580000,2017,1,8,16,23,0,Sunday,545034.63867,4807870.16309,-80.443663,43.422377,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,Dusk,05 - Dusk,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,WILSON AVE; KINGSWAY DR ; At; 1 M,3/7/2019 1:17:47 PM,,
46074,17-005519,1483889400000,2017,1,8,15,30,0,Sunday,540353.94893,4806573.74553,-80.50157999999999,43.410970999999996,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Approaching,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,HIGHBROOK ST; BLOCK LINE RD; At,3/7/2019 1:17:45 PM,,
46075,17-005560,1483898280000,2017,1,8,17,58,0,Sunday,539404.06002,4810382.22258,-80.513037,43.445313,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,KARN ST ; BELMONT AVE W; 10 M,3/7/2019 1:17:44 PM,,
46076,17-005626,1483906800000,2017,1,8,20,20,0,Sunday,541016.8517,4809674.87403,-80.49315899999999,43.438857999999996,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,Turning movement,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,HIGHLAND RD E; SPADINA RD E,3/7/2019 1:17:43 PM,,
46077,17-005775,1483926420000,2017,1,9,1,47,0,Monday,545678.9917,4809117.67594,-80.435599,43.433571,At intersection,2,P.D. only,Within intersection,unknown,unknown,Other,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,HAROLD AVE; KINZIE AVE,3/7/2019 1:17:41 PM,,
46078,17-005827,1483949820000,2017,1,9,8,17,0,Monday,542071.12891,4807094.14842,-80.48033099999999,43.415562,Other,2,P.D. only,Off highway,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,BLOCK LINE RD ; FALLOWFIELD DR ; At; 16 M,3/7/2019 1:17:40 PM,,
46080,17-005893,1483943400000,2017,1,9,6,30,0,Monday,544486.0336,4810658.1955,-80.450212,43.447513,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,FRANKLIN ST N; FRANKLIN ST N; At,3/7/2019 1:17:38 PM,,
46081,17-005913,1483957680000,2017,1,9,10,28,0,Monday,539872.94123,4810630.0154,-80.507224,43.44752,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,STRANGE ST; CHERRY ST,3/7/2019 1:17:37 PM,,
46082,17-005941,1483959900000,2017,1,9,11,5,0,Monday,542764.3472,4811565.3107,-80.471418,43.455780999999995,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Approaching,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,DUMFRIES AVE ; CHAPEL ST ; Near; 1 M,3/7/2019 1:17:36 PM,,
46083,17-006006,1483831800000,2017,1,7,23,30,0,Saturday,536670.94157,4808216.60371,-80.54695799999999,43.425953,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,WESTMEADOW DR; WESTMEADOW DR ; Near,3/7/2019 1:17:35 PM,,
46084,17-006096,1483951500000,2017,1,9,8,45,0,Monday,540510.87535,4806034.09005,-80.499681,43.406102999999995,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Snow,,False,MAX BECKER DR; FISCHER HALLMAN RD; Near,3/7/2019 1:17:34 PM,,
46085,17-006112,1483968600000,2017,1,9,13,30,0,Monday,539667.98582,4811321.3262,-80.50970699999999,43.453755,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,PARK ST; PARK ST,3/7/2019 1:17:33 PM,,
46086,17-006156,1483979460000,2017,1,9,16,31,0,Monday,541768.89399,4811294.39531,-80.48374299999999,43.453398,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,OTTO ST; FREDERICK ST; 60 M,3/7/2019 1:17:32 PM,,
46087,17-006165,1483903800000,2017,1,8,19,30,0,Sunday,546821.91129,4809878.48074,-80.42141199999999,43.440351,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,BRIARFIELD ST; BRIARFIELD ST,3/7/2019 1:17:31 PM,,
46088,17-006206,1483890000000,2017,1,8,15,40,0,Sunday,541068.0,4811108.0,0.0,0.0,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,NETHERWOOD CRES; NETHERWOOD CRES ; Near,3/7/2019 1:17:30 PM,,
46089,17-006218,1483977600000,2017,1,9,16,0,0,Monday,546443.23269,4811230.60556,-80.42597599999999,43.452549,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,GRAY ST; GRAY ST ; 2 M,3/7/2019 1:17:29 PM,,
46090,17-006476,1484029200000,2017,1,10,6,20,0,Tuesday,543073.89518,4812800.82662,-80.467495,43.466888,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,,False,RIVERBEND DR; WELLINGTON ST N; At,3/7/2019 1:17:28 PM,,
46091,17-006595,1484035200000,2017,1,10,8,0,0,Tuesday,539617.8648,4810015.03277,-80.510421,43.441995999999996,Non intersection,2,P.D. only,Not on roadway - right side,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,BELMONT AVE W; EDGEWOOD DR ; 21 M,3/7/2019 1:17:27 PM,,
46092,17-006624,1484045400000,2017,1,10,10,50,0,Tuesday,541284.05244,4811046.82731,-80.48975399999999,43.451195999999996,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,ONTARIO ST N; DUKE ST W; 40 M,3/7/2019 1:17:26 PM,,
46093,17-006625,1483956900000,2017,1,9,10,15,0,Monday,541796.94974,4810622.78298,-80.483447,43.44735,Non intersection,2,Non-reportable,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,,False,CEDAR ST N; KING ST E,3/7/2019 1:17:24 PM,,
46094,17-006695,1484051520000,2017,1,10,12,32,0,Tuesday,545132.89114,4804744.98236,-80.442707,43.394231999999995,At/near private drive,2,P.D. only,Not on roadway - right side,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,PIONEER DR; PIONEER DR; At; 0 M,3/7/2019 1:17:22 PM,,
46095,17-006776,1484056800000,2017,1,10,14,0,0,Tuesday,545134.93335,4808170.82579,-80.442399,43.425078,At/near private drive,1,Non-fatal injury,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,GREENFIELD AVE; GREENFIELD AVE; At,3/7/2019 1:17:21 PM,,
46096,17-006821,1484042400000,2017,1,10,10,0,0,Tuesday,542841.21159,4809872.8364,-80.470601,43.440538,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Snow,,False,CHARLES ST E; SYDNEY ST S,3/7/2019 1:17:20 PM,,
46097,17-006832,1484055000000,2017,1,10,13,30,0,Tuesday,541632.42427,4811415.14897,-80.48541999999999,43.454493,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Snow,,False,QUEEN ST N; MARGARET AVE,3/7/2019 1:17:19 PM,,
46098,17-006922,1484037900000,2017,1,10,8,45,0,Tuesday,541742.86581,4810532.20752,-80.484123,43.446537,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Snow,,False,CEDAR ST S; CHARLES ST E; Near,3/7/2019 1:17:18 PM,,
46099,17-006931,1484069820000,2017,1,10,17,37,0,Tuesday,540145.37406,4810120.45934,-80.503895,43.442917,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Dark,07 - Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,,False,WEST AVE; HOMEWOOD AVE; Near; 8 M,3/7/2019 1:17:17 PM,,
46100,17-006959,1484073900000,2017,1,10,18,45,0,Tuesday,546128.27954,4804999.14114,-80.43039499999999,43.39646,Intersection related,1,Non-fatal injury,Thru lane,unknown,unknown,Turning movement,Unknown,"Dusk, artificial","06 - Dusk, artificial",Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Rain,,False,GREEN VALLEY DR; PIONEER DR,3/7/2019 1:17:16 PM,,
46101,17-007622,1483984800000,2017,1,9,18,0,0,Monday,538229.51924,4809653.50084,-80.527603,43.438812999999996,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dusk,05 - Dusk,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,LYNNHAVEN CRT; LYNNHAVEN CRT ; At,3/7/2019 1:17:15 PM,,
46102,17-008058,1484207100000,2017,1,12,7,45,0,Thursday,541357.23081,4808643.0347,-80.489032,43.429548,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,1,0,False,False,False,Clear,,False,HOMER WATSON BLVD; HOFFMAN ST,3/7/2019 1:17:14 PM,,
46103,17-008415,1484226000000,2017,1,12,13,0,0,Thursday,541476.14698,4811236.21248,-80.487365,43.452891,At/near private drive,2,P.D. only,Right shoulder,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,ROY ST ; ROY ST; Near,3/7/2019 1:17:13 PM,,
46104,17-008622,1484252760000,2017,1,12,20,26,0,Thursday,539053.14557,4808726.99046,-80.51749199999999,43.430428,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,SILVERSPRING CRES; SILVERSPRING CRES ; Near; 8 M,3/7/2019 1:17:12 PM,,
